1443652724000,227592820,-4.4967184,48.382507,00010000,0.0,0.0,-127.0,281.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1443652724000,227592820,-4.4967184,48.382507,00010000,0.0,0.0,-127.0,281.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1443656325000,227592820,-4.49671,48.382446,00010000,0.0036767319486228946,0.0,-127.0,315.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1443657225000,227592820,-4.4967117,48.3825,00000001,0.012971573198449562,0.0,-127.0,303.7,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1443659927000,227592820,-4.4966965,48.382515,00010000,0.0014463606202109371,0.0,-127.0,315.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1443660828000,227592820,-4.4967017,48.382473,00000001,0.010109607667434283,0.0,-127.0,315.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1443663528000,227592820,-4.4966917,48.38246,00010000,0.0011686509974921664,0.0,-127.0,326.3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1443667130000,227592820,-4.4967184,48.382492,00010000,0.0021953562032404872,0.0,-127.0,307.3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1443668030000,227592820,-4.4969583,48.382343,00000001,0.052390161730055035,0.0,-127.0,315.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1443670732000,227592820,-4.496683,48.382446,00010000,0.016787499689549373,0.0,-127.0,310.8,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1443671632000,227592820,-4.49669,48.382496,00100001,0.012059888268894276,0.0,-127.0,225.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1443677335000,227592820,-4.489765,48.36062,00110000,0.8472415562970868,168.1218323670453,-127.0,179.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1443677354000,227592820,-4.4896483,48.359146,00100000,16.791537956792514,176.98862929133006,-127.0,178.6,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1443677455000,227592820,-4.489135,48.351307,00100000,15.704852370149203,174.30471322253993,-127.0,174.3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1443677463000,227592820,-4.4889417,48.35059,00100000,19.680516833755114,169.8423528221128,-127.0,170.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1443677474000,227592820,-4.48866,48.349773,00100000,16.46980307354677,167.09368940823805,-127.0,167.2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1443677485000,227592820,-4.4882817,48.348915,00100000,17.568247751857747,163.66808743875384,-127.0,164.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1443677505000,227592820,-4.48744,48.34737,00100000,17.8545326872014,158.77330522865873,-127.0,159.7,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1443677523000,227592820,-4.4869485,48.345814,00100000,19.09189937664814,168.14348661085066,-127.0,170.2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1443677555000,227592820,-4.486365,48.343304,00100000,17.860427712914852,172.91215438426028,-127.0,172.6,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
